Month,Exports,Imports,OT,start_date,date,end_date
February 2005,68256.3,122233.0,-53976.7,2005-02-01,2005-02-01,2005-02-28
March 2005,79512.6,135451.0,-55938.4,2005-03-01,2005-03-01,2005-03-31
April 2005,75914.4,135456.0,-59541.6,2005-04-01,2005-04-01,2005-04-30
May 2005,75852.4,136191.0,-60338.6,2005-05-01,2005-05-01,2005-05-31
June 2005,77589.3,141426.0,-63836.7,2005-06-01,2005-06-01,2005-06-30
July 2005,70026.7,136515.0,-66488.3,2005-07-01,2005-07-01,2005-07-31
August 2005,76693.3,146397.0,-69703.7,2005-08-01,2005-08-01,2005-08-31
September 2005,74304.1,146216.0,-71911.9,2005-09-01,2005-09-01,2005-09-30
October 2005,79147.1,156162.0,-77014.9,2005-10-01,2005-10-01,2005-10-31
November 2005,78241.0,150245.0,-72004.0,2005-11-01,2005-11-01,2005-11-30
December 2005,79395.5,144262.0,-64866.5,2005-12-01,2005-12-01,2005-12-31
January 2004,58924.3,103993.0,-45068.7,2004-01-01,2004-01-01,2004-01-31
February 2004,63118.3,104864.0,-41745.7,2004-02-01,2004-02-01,2004-02-29
March 2004,73889.7,123421.0,-49531.3,2004-03-01,2004-03-01,2004-03-31
April 2004,67556.0,118885.0,-51329.0,2004-04-01,2004-04-01,2004-04-30
May 2004,69296.5,118271.0,-48974.5,2004-05-01,2004-05-01,2004-05-31
June 2004,68403.1,127657.0,-59253.9,2004-06-01,2004-06-01,2004-06-30
July 2004,63878.9,123224.0,-59345.1,2004-07-01,2004-07-01,2004-07-31
August 2004,67170.5,127216.0,-60045.5,2004-08-01,2004-08-01,2004-08-31
September 2004,69226.1,126022.0,-56795.9,2004-09-01,2004-09-01,2004-09-30
October 2004,73091.1,134816.0,-61724.9,2004-10-01,2004-10-01,2004-10-31
November 2004,69209.4,134719.0,-65509.6,2004-11-01,2004-11-01,2004-11-30
December 2004,71110.8,126617.0,-55506.2,2004-12-01,2004-12-01,2004-12-31
January 2003,54854.1,97491.0,-42636.8,2003-01-01,2003-01-01,2003-01-31
February 2003,55917.3,93153.9,-37236.7,2003-02-01,2003-02-01,2003-02-28
March 2003,63524.2,105842.3,-42318.1,2003-03-01,2003-03-01,2003-03-31
April 2003,59162.2,103869.2,-44707.0,2003-04-01,2003-04-01,2003-04-30
May 2003,59983.5,102068.4,-42084.9,2003-05-01,2003-05-01,2003-05-31
June 2003,61570.2,103957.7,-42387.5,2003-06-01,2003-06-01,2003-06-30
July 2003,57070.2,107631.0,-50560.8,2003-07-01,2003-07-01,2003-07-31
August 2003,58611.1,102307.0,-43695.9,2003-08-01,2003-08-01,2003-08-31
September 2003,60238.6,108321.9,-48083.3,2003-09-01,2003-09-01,2003-09-30
October 2003,66388.6,117157.6,-50769.0,2003-10-01,2003-10-01,2003-10-31
November 2003,64491.7,106066.3,-41574.5,2003-11-01,2003-11-01,2003-11-30
December 2003,62959.1,109254.9,-46295.8,2003-12-01,2003-12-01,2003-12-31
January 2002,52667.2,85111.7,-32444.5,2002-01-01,2002-01-01,2002-01-31
February 2002,53061.5,83472.6,-30411.1,2002-02-01,2002-02-01,2002-02-28
March 2002,60728.5,91414.9,-30686.4,2002-03-01,2002-03-01,2002-03-31
April 2002,58145.9,96890.8,-38744.9,2002-04-01,2002-04-01,2002-04-30
May 2002,59884.1,97648.9,-37764.8,2002-05-01,2002-05-01,2002-05-31
June 2002,59920.7,96415.9,-36495.2,2002-06-01,2002-06-01,2002-06-30
July 2002,55031.6,100471.9,-45440.3,2002-07-01,2002-07-01,2002-07-31
August 2002,59490.4,102276.6,-42786.2,2002-08-01,2002-08-01,2002-08-31
September 2002,57277.5,99428.8,-42151.3,2002-09-01,2002-09-01,2002-09-30
October 2002,61975.6,106250.8,-44275.2,2002-10-01,2002-10-01,2002-10-31
November 2002,59670.2,102564.5,-42894.3,2002-11-01,2002-11-01,2002-11-30
December 2002,55248.2,99419.0,-44170.8,2002-12-01,2002-12-01,2002-12-31
January 2001,62161.0,101869.1,-39708.1,2001-01-01,2001-01-01,2001-01-31
February 2001,62742.7,91638.8,-28896.1,2001-02-01,2001-02-01,2001-02-28
March 2001,70358.0,103536.9,-33178.9,2001-03-01,2001-03-01,2001-03-31
April 2001,62015.8,96264.3,-34248.5,2001-04-01,2001-04-01,2001-04-30
May 2001,64931.5,96604.8,-31673.3,2001-05-01,2001-05-01,2001-05-31
June 2001,63333.6,95662.9,-32329.3,2001-06-01,2001-06-01,2001-06-30
July 2001,54611.2,94625.2,-40014.0,2001-07-01,2001-07-01,2001-07-31
August 2001,60111.5,96727.7,-36616.2,2001-08-01,2001-08-01,2001-08-31
September 2001,55232.1,89483.4,-34251.3,2001-09-01,2001-09-01,2001-09-30
October 2001,60700.8,101176.8,-40476.0,2001-10-01,2001-10-01,2001-10-31
November 2001,57900.0,91705.3,-33805.3,2001-11-01,2001-11-01,2001-11-30
December 2001,55002.4,81702.9,-26700.5,2001-12-01,2001-12-01,2001-12-31
January 2000,57679.1,87187.8,-29508.7,2000-01-01,2000-01-01,2000-01-31
February 2000,61179.1,91687.7,-30508.6,2000-02-01,2000-02-01,2000-02-29
March 2000,68947.4,103244.5,-34297.1,2000-03-01,2000-03-01,2000-03-31
April 2000,63302.6,95141.1,-31838.5,2000-04-01,2000-04-01,2000-04-30
May 2000,64673.5,101067.5,-36394.0,2000-05-01,2000-05-01,2000-05-31
June 2000,68002.3,104526.5,-36524.2,2000-06-01,2000-06-01,2000-06-30
July 2000,60028.6,101986.6,-41958.0,2000-07-01,2000-07-01,2000-07-31
August 2000,68254.4,108166.7,-39912.3,2000-08-01,2000-08-01,2000-08-31
September 2000,67391.0,106355.1,-38964.1,2000-09-01,2000-09-01,2000-09-30
October 2000,69635.2,113812.5,-44177.3,2000-10-01,2000-10-01,2000-10-31
November 2000,67613.5,106394.5,-38781.0,2000-11-01,2000-11-01,2000-11-30
December 2000,65211.3,98452.1,-33240.8,2000-12-01,2000-12-01,2000-12-31
January 1999,52436.1,71766.3,-19330.2,1999-01-01,1999-01-01,1999-01-31
February 1999,53278.9,73848.6,-20569.7,1999-02-01,1999-02-01,1999-02-28
March 1999,60889.4,84071.9,-23182.5,1999-03-01,1999-03-01,1999-03-31
April 1999,57282.9,79979.8,-22696.9,1999-04-01,1999-04-01,1999-04-30
May 1999,56489.0,80964.8,-24475.8,1999-05-01,1999-05-01,1999-05-31
June 1999,57824.5,87878.9,-30054.4,1999-06-01,1999-06-01,1999-06-30
July 1999,52997.4,86775.4,-33778.0,1999-07-01,1999-07-01,1999-07-31
August 1999,57438.9,89748.3,-32309.4,1999-08-01,1999-08-01,1999-08-31
September 1999,59431.9,90244.9,-30813.0,1999-09-01,1999-09-01,1999-09-30
October 1999,62972.6,94460.0,-31487.4,1999-10-01,1999-10-01,1999-10-31
November 1999,60947.9,93580.1,-32632.2,1999-11-01,1999-11-01,1999-11-30
December 1999,63807.2,91296.5,-27489.3,1999-12-01,1999-12-01,1999-12-31
January 1998,55171.5,70223.9,-15052.4,1998-01-01,1998-01-01,1998-01-31
February 1998,55233.2,68394.0,-13160.8,1998-02-01,1998-02-01,1998-02-28
March 1998,62297.9,78095.7,-15797.8,1998-03-01,1998-03-01,1998-03-31
April 1998,56674.4,75743.9,-19069.5,1998-04-01,1998-04-01,1998-04-30
May 1998,56672.7,73997.7,-17325.0,1998-05-01,1998-05-01,1998-05-31
June 1998,56994.6,76918.1,-19923.5,1998-06-01,1998-06-01,1998-06-30
July 1998,51578.0,76336.4,-24758.4,1998-07-01,1998-07-01,1998-07-31
August 1998,53420.1,76014.0,-22593.9,1998-08-01,1998-08-01,1998-08-31
September 1998,55626.4,78434.7,-22808.3,1998-09-01,1998-09-01,1998-09-30
October 1998,61312.8,83711.4,-22398.6,1998-10-01,1998-10-01,1998-10-31
November 1998,58394.7,78020.1,-19625.4,1998-11-01,1998-11-01,1998-11-30
December 1998,58762.2,76006.8,-17244.6,1998-12-01,1998-12-01,1998-12-31
January 1997,50590.1,67271.9,-16681.8,1997-01-01,1997-01-01,1997-01-31
February 1997,53152.9,65090.4,-11937.5,1997-02-01,1997-02-01,1997-02-28
March 1997,61200.9,70606.1,-9405.2,1997-03-01,1997-03-01,1997-03-31
April 1997,58179.8,71168.9,-12989.1,1997-04-01,1997-04-01,1997-04-30
May 1997,58738.4,71430.4,-12692.0,1997-05-01,1997-05-01,1997-05-31
June 1997,58048.2,71575.5,-13527.3,1997-06-01,1997-06-01,1997-06-30
July 1997,54910.0,74815.3,-19905.3,1997-07-01,1997-07-01,1997-07-31
August 1997,56660.9,72925.3,-16264.4,1997-08-01,1997-08-01,1997-08-31
September 1997,57470.4,76750.9,-19280.5,1997-09-01,1997-09-01,1997-09-30
October 1997,62401.8,81348.6,-18946.8,1997-10-01,1997-10-01,1997-10-31
November 1997,58162.9,72049.4,-13886.5,1997-11-01,1997-11-01,1997-11-30
December 1997,59663.7,74670.3,-15006.6,1997-12-01,1997-12-01,1997-12-31
January 1996,47767.8,61909.4,-14141.6,1996-01-01,1996-01-01,1996-01-31
February 1996,51112.5,60579.5,-9467.0,1996-02-01,1996-02-01,1996-02-29
March 1996,54951.7,63363.3,-8411.6,1996-03-01,1996-03-01,1996-03-31
April 1996,51871.8,64663.4,-12791.6,1996-04-01,1996-04-01,1996-04-30
May 1996,53358.9,66856.9,-13498.0,1996-05-01,1996-05-01,1996-05-31
June 1996,51821.5,64195.8,-12374.3,1996-06-01,1996-06-01,1996-06-30
July 1996,47597.3,67681.5,-20084.2,1996-07-01,1996-07-01,1996-07-31
August 1996,51574.4,68025.4,-16451.0,1996-08-01,1996-08-01,1996-08-31
September 1996,50598.1,68308.8,-17710.7,1996-09-01,1996-09-01,1996-09-30
October 1996,56107.1,74117.3,-18010.2,1996-10-01,1996-10-01,1996-10-31
November 1996,55016.4,68015.4,-12999.0,1996-11-01,1996-11-01,1996-11-30
December 1996,53295.8,67569.9,-14274.1,1996-12-01,1996-12-01,1996-12-31
January 1995,43632.2,57292.9,-13660.7,1995-01-01,1995-01-01,1995-01-31
February 1995,44997.8,55217.1,-10219.3,1995-02-01,1995-02-01,1995-02-28
March 1995,52579.2,63583.6,-11004.4,1995-03-01,1995-03-01,1995-03-31
April 1995,47807.7,59792.7,-11985.0,1995-04-01,1995-04-01,1995-04-30
May 1995,49854.9,63198.4,-13343.5,1995-05-01,1995-05-01,1995-05-31
June 1995,49392.2,64090.5,-14698.3,1995-06-01,1995-06-01,1995-06-30
July 1995,44389.3,61856.7,-17467.4,1995-07-01,1995-07-01,1995-07-31
August 1995,48972.2,64452.1,-15479.9,1995-08-01,1995-08-01,1995-08-31
September 1995,49723.5,63416.0,-13692.5,1995-09-01,1995-09-01,1995-09-30
October 1995,51828.1,67389.6,-15561.5,1995-10-01,1995-10-01,1995-10-31
November 1995,50710.3,63576.5,-12866.2,1995-11-01,1995-11-01,1995-11-30
December 1995,50853.0,59678.9,-8825.9,1995-12-01,1995-12-01,1995-12-31
January 1994,37560.5,46514.1,-8953.6,1994-01-01,1994-01-01,1994-01-31
February 1994,37125.6,46653.7,-9528.1,1994-02-01,1994-02-01,1994-02-28
March 1994,46138.6,54662.7,-8524.1,1994-03-01,1994-03-01,1994-03-31
April 1994,41586.9,51471.7,-9884.8,1994-04-01,1994-04-01,1994-04-30
May 1994,42215.3,52986.7,-10771.4,1994-05-01,1994-05-01,1994-05-31
June 1994,43424.0,57138.9,-13714.9,1994-06-01,1994-06-01,1994-06-30
July 1994,39218.1,54806.9,-15588.8,1994-07-01,1994-07-01,1994-07-31
August 1994,43589.0,59303.5,-15714.5,1994-08-01,1994-08-01,1994-08-31
September 1994,43766.5,58879.4,-15112.9,1994-09-01,1994-09-01,1994-09-30
October 1994,45313.6,61969.8,-16656.2,1994-10-01,1994-10-01,1994-10-31
November 1994,45673.7,61334.0,-15660.3,1994-11-01,1994-11-01,1994-11-30
December 1994,47013.3,57530.4,-10517.1,1994-12-01,1994-12-01,1994-12-31
January 1993,35957.9,42057.7,-6099.8,1993-01-01,1993-01-01,1993-01-31
February 1993,36070.4,41816.7,-5746.3,1993-02-01,1993-02-01,1993-02-28
March 1993,41998.5,50744.6,-8746.1,1993-03-01,1993-03-01,1993-03-31
April 1993,39420.5,47850.1,-8429.6,1993-04-01,1993-04-01,1993-04-30
May 1993,39869.7,46330.0,-6460.3,1993-05-01,1993-05-01,1993-05-31
June 1993,38623.3,50361.4,-11738.1,1993-06-01,1993-06-01,1993-06-30
July 1993,35464.2,48316.8,-12852.6,1993-07-01,1993-07-01,1993-07-31
August 1993,36876.3,48610.1,-11733.8,1993-08-01,1993-08-01,1993-08-31
September 1993,37955.5,50526.8,-12571.3,1993-09-01,1993-09-01,1993-09-30
October 1993,41147.6,53889.3,-12741.7,1993-10-01,1993-10-01,1993-10-31
November 1993,40293.8,51433.5,-11139.7,1993-11-01,1993-11-01,1993-11-30
December 1993,41412.2,48719.2,-7307.0,1993-12-01,1993-12-01,1993-12-31
January 1992,34514.3,39984.9,-5470.6,1992-01-01,1992-01-01,1992-01-31
February 1992,36897.5,39075.0,-2177.5,1992-02-01,1992-02-01,1992-02-29
March 1992,39816.9,43343.9,-3527.0,1992-03-01,1992-03-01,1992-03-31
April 1992,37153.4,42924.3,-5770.9,1992-04-01,1992-04-01,1992-04-30
May 1992,36736.5,42146.0,-5409.5,1992-05-01,1992-05-01,1992-05-31
June 1992,39094.6,45811.5,-6716.9,1992-06-01,1992-06-01,1992-06-30
July 1992,35979.2,45872.4,-9893.2,1992-07-01,1992-07-01,1992-07-31
August 1992,34838.2,45055.0,-10216.8,1992-08-01,1992-08-01,1992-08-31
September 1992,36811.6,46502.8,-9691.2,1992-09-01,1992-09-01,1992-09-30
October 1992,40115.1,49820.2,-9705.1,1992-10-01,1992-10-01,1992-10-31
November 1992,37670.5,46313.2,-8642.7,1992-11-01,1992-11-01,1992-11-30
December 1992,38536.7,45812.5,-7275.8,1992-12-01,1992-12-01,1992-12-31
January 1991,33165.0,40243.7,-7078.7,1991-01-01,1991-01-01,1991-01-31
February 1991,32774.7,36975.9,-4201.2,1991-02-01,1991-02-01,1991-02-28
March 1991,36819.8,38708.3,-1888.5,1991-03-01,1991-03-01,1991-03-31
April 1991,36137.0,39547.7,-3410.7,1991-04-01,1991-04-01,1991-04-30
May 1991,36023.6,40181.3,-4157.7,1991-05-01,1991-05-01,1991-05-31
June 1991,35479.8,39428.2,-3948.4,1991-06-01,1991-06-01,1991-06-30
July 1991,33443.9,41337.8,-7893.9,1991-07-01,1991-07-01,1991-07-31
August 1991,33632.7,41082.4,-7449.7,1991-08-01,1991-08-01,1991-08-31
September 1991,34391.3,41501.9,-7110.6,1991-09-01,1991-09-01,1991-09-30
October 1991,37896.5,46631.0,-8734.5,1991-10-01,1991-10-01,1991-10-31
November 1991,36969.6,41911.2,-4941.6,1991-11-01,1991-11-01,1991-11-30
December 1991,34996.1,40903.7,-5907.6,1991-12-01,1991-12-01,1991-12-31
January 1990,30664.1,40303.8,-9639.7,1990-01-01,1990-01-01,1990-01-31
February 1990,30961.8,37111.9,-6150.1,1990-02-01,1990-02-01,1990-02-28
March 1990,35970.6,42339.3,-6368.7,1990-03-01,1990-03-01,1990-03-31
April 1990,32617.1,39143.9,-6526.8,1990-04-01,1990-04-01,1990-04-30
May 1990,33538.7,40846.3,-7307.6,1990-05-01,1990-05-01,1990-05-31
June 1990,34470.2,40946.2,-6476.0,1990-06-01,1990-06-01,1990-06-30
July 1990,30736.2,41495.1,-10758.9,1990-07-01,1990-07-01,1990-07-31
August 1990,31722.9,42231.8,-10508.9,1990-08-01,1990-08-01,1990-08-31
September 1990,31444.3,40601.5,-9157.2,1990-09-01,1990-09-01,1990-09-30
October 1990,35310.3,47394.8,-12084.5,1990-10-01,1990-10-01,1990-10-31
November 1990,33267.0,43795.9,-10528.9,1990-11-01,1990-11-01,1990-11-30
December 1990,32889.0,39100.1,-6211.1,1990-12-01,1990-12-01,1990-12-31
January 1989,27540.8,36179.3,-8638.5,1989-01-01,1989-01-01,1989-01-31
February 1989,27926.6,36548.8,-8622.2,1989-02-01,1989-02-01,1989-02-28
March 1989,33243.3,40196.9,-6953.6,1989-03-01,1989-03-01,1989-03-31
April 1989,31052.4,38243.2,-7190.8,1989-04-01,1989-04-01,1989-04-30
May 1989,31495.7,40958.6,-9462.9,1989-05-01,1989-05-01,1989-05-31
June 1989,31820.4,40544.2,-8723.8,1989-06-01,1989-06-01,1989-06-30
July 1989,28707.7,39290.0,-10582.3,1989-07-01,1989-07-01,1989-07-31
August 1989,29405.9,40440.1,-11034.2,1989-08-01,1989-08-01,1989-08-31
September 1989,29709.5,38680.1,-8970.6,1989-09-01,1989-09-01,1989-09-30
October 1989,31756.2,43536.2,-11780.0,1989-10-01,1989-10-01,1989-10-31
November 1989,30279.0,41033.0,-10754.0,1989-11-01,1989-11-01,1989-11-30
December 1989,30874.0,37560.5,-6686.5,1989-12-01,1989-12-01,1989-12-31
January 1988,23161.6,33035.4,-9873.8,1988-01-01,1988-01-01,1988-01-31
February 1988,24315.6,35494.1,-11178.5,1988-02-01,1988-02-01,1988-02-29
March 1988,29342.8,36998.7,-7655.9,1988-03-01,1988-03-01,1988-03-31
April 1988,26727.8,34961.1,-8233.3,1988-04-01,1988-04-01,1988-04-30
May 1988,28192.7,36107.5,-7914.8,1988-05-01,1988-05-01,1988-05-31
June 1988,26802.5,38540.8,-11738.3,1988-06-01,1988-06-01,1988-06-30
July 1988,25186.4,35397.3,-10210.9,1988-07-01,1988-07-01,1988-07-31
August 1988,26539.0,37545.4,-11006.4,1988-08-01,1988-08-01,1988-08-31
September 1988,27066.6,36303.6,-9237.0,1988-09-01,1988-09-01,1988-09-30
October 1988,28544.1,38795.2,-10251.1,1988-10-01,1988-10-01,1988-10-31
November 1988,27565.2,38389.3,-10824.1,1988-11-01,1988-11-01,1988-11-30
December 1988,28982.1,39383.9,-10401.8,1988-12-01,1988-12-01,1988-12-31
January 1987,17345.9,30798.5,-13452.6,1987-01-01,1987-01-01,1987-01-31
February 1987,18853.9,29810.3,-10956.4,1987-02-01,1987-02-01,1987-02-28
March 1987,21835.5,32464.3,-10628.8,1987-03-01,1987-03-01,1987-03-31
April 1987,20677.7,32291.1,-11613.4,1987-04-01,1987-04-01,1987-04-30
May 1987,20759.5,33170.0,-12410.5,1987-05-01,1987-05-01,1987-05-31
June 1987,21636.7,35358.0,-13721.3,1987-06-01,1987-06-01,1987-06-30
July 1987,21379.0,35809.9,-14430.9,1987-07-01,1987-07-01,1987-07-31
August 1987,20079.1,33826.2,-13747.1,1987-08-01,1987-08-01,1987-08-31
September 1987,21183.7,33667.5,-12483.8,1987-09-01,1987-09-01,1987-09-30
October 1987,22777.8,38075.6,-15297.8,1987-10-01,1987-10-01,1987-10-31
November 1987,23278.7,35210.9,-11932.2,1987-11-01,1987-11-01,1987-11-30
December 1987,24314.4,35758.7,-11444.3,1987-12-01,1987-12-01,1987-12-31
